model_id,description,tags,downloads,likes,language
city96/Wan2.1-I2V-14B-720P-gguf,image-to-video,"gguf, video, video-generation, image-to-video, en, zh, base_model:Wan-AI/Wan2.1-I2V-14B-720P, base_model:quantized:Wan-AI/Wan2.1-I2V-14B-720P, license:apache-2.0, region:us",56144,99,unknown
nvidia/GR00T-N1-2B,robotics,"safetensors, gr00t_n1, robotics, dataset:nvidia/PhysicalAI-Robotics-GR00T-X-Embodiment-Sim, region:us",3780,288,unknown
ByteDance/InfiniteYou,text-to-image,"infinite-you, onnx, diffusers, safetensors, Text-to-Image, FLUX.1-dev, image-generation, Diffusion-Transformer, subject-personalization, text-to-image, en, arxiv:2503.16418, base_model:black-forest-labs/FLUX.1-dev, base_model:quantized:black-forest-labs/FLUX.1-dev, license:cc-by-nc-4.0, region:us",14113,592,unknown
nvidia/Llama-3_3-Nemotron-Super-49B-v1,text-generation,"transformers, safetensors, nemotron-nas, text-generation, nvidia, llama-3, pytorch, conversational, custom_code, en, arxiv:2411.19146, arxiv:2502.00203, license:other, autotrain_compatible, region:us",162319,273,unknown
openfree/hongdae-beoseukingjon,text-to-image,"diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us",6,5,unknown
kayte0342/wan2.1_lora,,region:us,0,13,unknown
meta-llama/Llama-4-Scout-17B-16E,image-text-to-text,"transformers, safetensors, llama4, image-text-to-text, facebook, meta, pytorch, llama, conversational, ar, de, en, es, fr, hi, id, it, pt, th, tl, vi, arxiv:2204.05149, license:other, text-generation-inference, endpoints_compatible, region:us",50501,159,unknown
THUDM/SWE-Dev-32B,text-generation,"transformers, safetensors, qwen2, text-generation, conversational, base_model:Qwen/Qwen2.5-Coder-32B-Instruct, base_model:finetune:Qwen/Qwen2.5-Coder-32B-Instruct, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",61,21,unknown
moonshotai/Kimi-VL-A3B-Instruct,image-text-to-text,"transformers, safetensors, kimi_vl, feature-extraction, agent, video, screenspot, long-context, image-text-to-text, conversational, custom_code, arxiv:2504.07491, base_model:moonshotai/Moonlight-16B-A3B, base_model:finetune:moonshotai/Moonlight-16B-A3B, license:mit, region:us",65951,186,unknown
moonshotai/Kimi-VL-A3B-Thinking,image-text-to-text,"transformers, safetensors, kimi_vl, feature-extraction, image-text-to-text, conversational, custom_code, arxiv:2504.07491, base_model:moonshotai/Kimi-VL-A3B-Instruct, base_model:finetune:moonshotai/Kimi-VL-A3B-Instruct, license:mit, region:us",50765,389,unknown
ibm-granite/granite-3.3-2b-instruct,text-generation,"transformers, safetensors, granite, text-generation, language, granite-3.3, conversational, base_model:ibm-granite/granite-3.3-2b-base, base_model:finetune:ibm-granite/granite-3.3-2b-base, license:apache-2.0, autotrain_compatible, region:us",33127,27,unknown
ibm-granite/granite-3.3-8b-instruct,text-generation,"transformers, safetensors, granite, text-generation, language, granite-3.3, conversational, arxiv:0000.00000, base_model:ibm-granite/granite-3.3-8b-base, base_model:finetune:ibm-granite/granite-3.3-8b-base, license:apache-2.0, autotrain_compatible, region:us",16445,69,unknown
OpenGVLab/InternVL3-8B,image-text-to-text,"transformers, safetensors, internvl_chat, feature-extraction, internvl, custom_code, image-text-to-text, conversational, multilingual, dataset:OpenGVLab/MMPR-v1.2, arxiv:2312.14238, arxiv:2404.16821, arxiv:2412.05271, arxiv:2411.10442, arxiv:2504.10479, arxiv:2412.09616, base_model:OpenGVLab/InternVL3-8B-Instruct, base_model:finetune:OpenGVLab/InternVL3-8B-Instruct, license:apache-2.0, region:us",68368,45,unknown
OpenGVLab/InternVL3-1B,image-text-to-text,"transformers, safetensors, internvl_chat, feature-extraction, internvl, custom_code, image-text-to-text, conversational, multilingual, dataset:OpenGVLab/MMPR-v1.2, arxiv:2312.14238, arxiv:2404.16821, arxiv:2412.05271, arxiv:2411.10442, arxiv:2504.10479, arxiv:2412.09616, base_model:OpenGVLab/InternVL3-1B-Instruct, base_model:finetune:OpenGVLab/InternVL3-1B-Instruct, license:apache-2.0, region:us",24895,55,unknown
city96/HiDream-I1-Full-gguf,text-to-image,"gguf, image-generation, HiDream.ai, text-to-image, en, base_model:HiDream-ai/HiDream-I1-Full, base_model:quantized:HiDream-ai/HiDream-I1-Full, license:mit, region:us",47620,42,unknown
Wan-AI/Wan2.1-FLF2V-14B-720P-diffusers,,"diffusers, safetensors, arxiv:2503.20314, license:apache-2.0, diffusers:WanImageToVideoPipeline, region:us",526,17,unknown
Zhihu-ai/Zhi-writing-dsr1-14b-gptq-int4,text-generation,"transformers, safetensors, qwen2, text-generation, conversational, zh, en, dataset:Congliu/Chinese-DeepSeek-R1-Distill-data-110k, dataset:cognitivecomputations/dolphin-r1, dataset:open-thoughts/OpenThoughts-114k, dataset:qihoo360/Light-R1-SFTData, dataset:qihoo360/Light-R1-DPOData, arxiv:2406.18629, arxiv:2402.13228, base_model:Zhihu-ai/Zhi-writing-dsr1-14b, base_model:quantized:Zhihu-ai/Zhi-writing-dsr1-14b, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, 4-bit, gptq, region:us",210,10,unknown
bytedance-research/HyperLoRA,,"arxiv:2503.16944, license:cc-by-nc-4.0, region:us",0,17,unknown
matteogeniaccio/GLM-4-32B-0414-GGUF-fixed,,"gguf, endpoints_compatible, region:us, conversational",22551,44,unknown
MYZY-AI/Muyan-TTS-SFT,,"safetensors, llama, license:apache-2.0, region:us",31,5,unknown
ginipick/Gemma-3-R1984-4B,image-text-to-text,"transformers, safetensors, gemma3, image-text-to-text, conversational, en, ko, ja, zh, es, ru, ar, hi, id, ml, fr, de, base_model:google/gemma-3-4b-pt, base_model:finetune:google/gemma-3-4b-pt, license:gemma, text-generation-inference, endpoints_compatible, region:us",72,5,unknown
unsloth/gemma-3-27b-it-qat-GGUF,image-text-to-text,"transformers, gguf, gemma3, image-text-to-text, unsloth, gemma, google, en, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-27b-it-qat-q4_0-unquantized, base_model:quantized:google/gemma-3-27b-it-qat-q4_0-unquantized, license:gemma, endpoints_compatible, region:us, imatrix, conversational",4465,5,unknown
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,image-text-to-text,"vllm, safetensors, llama4, facebook, meta, pytorch, llama, neuralmagic, redhat, llmcompressor, quantized, W4A16, INT4, image-text-to-text, conversational, ar, de, en, es, fr, hi, id, it, pt, th, tl, vi, base_model:meta-llama/Llama-4-Scout-17B-16E-Instruct, base_model:quantized:meta-llama/Llama-4-Scout-17B-16E-Instruct, license:other, compressed-tensors, region:us",224,5,unknown
simone-papicchio/Think2SQL-7B,text-generation,"transformers, safetensors, qwen2, text-generation, generated_from_trainer, open-r1, Text2SQL, Reasoning, conversational, dataset:simone-papicchio/bird, arxiv:2504.15077, arxiv:2402.03300, base_model:Qwen/Qwen2.5-Coder-7B-Instruct, base_model:finetune:Qwen/Qwen2.5-Coder-7B-Instruct, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",17,5,unknown
city96/LTX-Video-0.9.6-distilled-gguf,image-to-video,"gguf, ltx-video, text-to-video, image-to-video, en, base_model:Lightricks/LTX-Video, base_model:quantized:Lightricks/LTX-Video, license:other, region:us",1533,5,unknown
unsloth/MAI-DS-R1-GGUF,text-generation,"transformers, gguf, deepseek_v3, text-generation, deepseek, unsloth, microsoft, custom_code, base_model:microsoft/MAI-DS-R1, base_model:quantized:microsoft/MAI-DS-R1, license:mit, autotrain_compatible, endpoints_compatible, region:us, conversational",1042,5,unknown
ArliAI/QwQ-32B-ArliAI-RpR-v3-GGUF,,"gguf, en, base_model:ArliAI/QwQ-32B-ArliAI-RpR-v3, base_model:quantized:ArliAI/QwQ-32B-ArliAI-RpR-v3, license:apache-2.0, endpoints_compatible, region:us, conversational",2980,5,unknown
unsloth/Qwen3-32B,,"safetensors, qwen3, unsloth, arxiv:2309.00071, base_model:Qwen/Qwen3-32B, base_model:finetune:Qwen/Qwen3-32B, region:us",661,5,unknown
unsloth/Qwen3-30B-A3B-bnb-4bit,,"safetensors, qwen3_moe, unsloth, arxiv:2309.00071, base_model:Qwen/Qwen3-30B-A3B, base_model:quantized:Qwen/Qwen3-30B-A3B, 4-bit, bitsandbytes, region:us",3680,5,unknown
lmstudio-community/Qwen3-14B-GGUF,text-generation,"gguf, text-generation, base_model:Qwen/Qwen3-14B, base_model:quantized:Qwen/Qwen3-14B, endpoints_compatible, region:us, conversational",19967,5,unknown
allura-org/GLM4-32B-Neon-v2,text-generation,"transformers, safetensors, glm4, text-generation, conversational, en, dataset:allura-org/Celeste-Filtered, dataset:allura-org/neon-41k, dataset:EVA-UNIT-01/Lilith-v0.2, base_model:THUDM/GLM-4-32B-0414, base_model:finetune:THUDM/GLM-4-32B-0414, license:mit, autotrain_compatible, endpoints_compatible, region:us",60,5,unknown
onnx-community/Qwen3-0.6B-ONNX,text-generation,"transformers.js, onnx, qwen3, text-generation, conversational, base_model:Qwen/Qwen3-0.6B, base_model:quantized:Qwen/Qwen3-0.6B, region:us",1616,5,unknown
anyeZHY/tesseract,image-to-video,"diffusers, safetensors, image-to-video, arxiv:2504.20995, license:mit, region:us",0,5,unknown
mlabonne/Qwen3-8B-abliterated,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:1910.09700, autotrain_compatible, endpoints_compatible, region:us",96,5,unknown
Mungert/Qwen3-0.6B-GGUF,text-generation,"transformers, gguf, text-generation, base_model:Qwen/Qwen3-0.6B-Base, base_model:quantized:Qwen/Qwen3-0.6B-Base, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational",889,5,unknown
Mungert/Qwen3-14B-abliterated-GGUF,,"transformers, gguf, arxiv:1910.09700, endpoints_compatible, region:us, imatrix, conversational",1590,5,unknown
nomic-ai/nomic-embed-text-v2-moe-GGUF,sentence-similarity,"gguf, sentence-similarity, feature-extraction, en, es, fr, de, it, pt, pl, nl, tr, ja, vi, ru, id, ar, cs, ro, sv, el, uk, zh, hu, da, no, hi, fi, bg, ko, sk, th, he, ca, lt, fa, ms, sl, lv, mr, bn, sq, cy, be, ml, kn, mk, ur, fy, te, eu, sw, so, sd, uz, co, hr, gu, ce, eo, jv, la, zu, mn, si, ga, ky, tg, my, km, mg, pa, sn, ha, ht, su, gd, ny, ps, ku, am, ig, lo, mi, nn, sm, yi, st, tl, xh, yo, af, ta, tn, ug, az, ba, bs, dv, et, gl, gn, gv, hy, arxiv:2502.07972, arxiv:2205.13147, base_model:nomic-ai/nomic-embed-text-v2-moe, base_model:quantized:nomic-ai/nomic-embed-text-v2-moe, license:apache-2.0, endpoints_compatible, region:us",1033,5,unknown
facebook/EdgeTAM,,"edgetam, arxiv:2501.07256, license:apache-2.0, region:us",0,5,unknown
Qwen/Qwen3-14B-GGUF,text-generation,"gguf, text-generation, arxiv:2309.00071, base_model:Qwen/Qwen3-14B, base_model:quantized:Qwen/Qwen3-14B, license:apache-2.0, endpoints_compatible, region:us, conversational",11,5,unknown
islomov/navaistt_v1_medium,automatic-speech-recognition,"safetensors, whisper, automatic-speech-recognition, audio-transcription, uzbek, fine-tuned, speech-recognition, uz, license:apache-2.0, region:us",0,5,unknown
google-bert/bert-base-chinese,fill-mask,"transformers, pytorch, tf, jax, safetensors, bert, fill-mask, zh, arxiv:1810.04805, autotrain_compatible, endpoints_compatible, region:us",3365541,1191,unknown
ProsusAI/finbert,text-classification,"transformers, pytorch, tf, jax, bert, text-classification, financial-sentiment-analysis, sentiment-analysis, en, arxiv:1908.10063, autotrain_compatible, endpoints_compatible, region:us",1617567,864,unknown
dslim/bert-base-NER,token-classification,"transformers, pytorch, tf, jax, onnx, safetensors, bert, token-classification, en, dataset:conll2003, arxiv:1810.04805, license:mit, model-index, autotrain_compatible, endpoints_compatible, region:us",1788493,593,unknown
emilyalsentzer/Bio_ClinicalBERT,fill-mask,"transformers, pytorch, tf, jax, bert, fill-mask, en, arxiv:1904.03323, arxiv:1901.08746, license:mit, endpoints_compatible, region:us",2263775,337,unknown
google/mt5-small,text2text-generation,"transformers, pytorch, tf, jax, onnx, mt5, text2text-generation, multilingual, af, am, ar, az, be, bg, bn, ca, ceb, co, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fil, fr, fy, ga, gd, gl, gu, ha, haw, hi, hmn, ht, hu, hy, ig, is, it, iw, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lb, lo, lt, lv, mg, mi, mk, ml, mn, mr, ms, mt, my, ne, nl, no, ny, pa, pl, ps, pt, ro, ru, sd, si, sk, sl, sm, sn, so, sq, sr, st, su, sv, sw, ta, te, tg, th, tr, uk, und, ur, uz, vi, xh, yi, yo, zh, zu, dataset:mc4, arxiv:2010.11934, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",146400,151,unknown
google/vit-base-patch16-224,image-classification,"transformers, pytorch, tf, jax, safetensors, vit, image-classification, vision, dataset:imagenet-1k, dataset:imagenet-21k, arxiv:2010.11929, arxiv:2006.03677, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",4337019,778,unknown
pyannote/segmentation,voice-activity-detection,"pyannote-audio, pytorch, pyannote, pyannote-audio-model, audio, voice, speech, speaker, speaker-segmentation, voice-activity-detection, overlapped-speech-detection, resegmentation, arxiv:2104.04045, license:mit, region:us",9614082,581,unknown
sentence-transformers/LaBSE,sentence-similarity,"sentence-transformers, pytorch, tf, jax, onnx, safetensors, bert, feature-extraction, sentence-similarity, multilingual, af, sq, am, ar, hy, as, az, eu, be, bn, bs, bg, my, ca, ceb, zh, co, hr, cs, da, nl, en, eo, et, fi, fr, fy, gl, ka, de, el, gu, ht, ha, haw, he, hi, hmn, hu, is, ig, id, ga, it, ja, jv, kn, kk, km, rw, ko, ku, ky, lo, la, lv, lt, lb, mk, mg, ms, ml, mt, mi, mr, mn, ne, no, ny, or, fa, pl, pt, pa, ro, ru, sm, gd, sr, st, sn, si, sk, sl, so, es, su, sw, sv, tl, tg, ta, tt, te, th, bo, tr, tk, ug, uk, ur, uz, vi, cy, wo, xh, yi, yo, zu, license:apache-2.0, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",1026974,270,unknown
sentence-transformers/all-MiniLM-L12-v2,sentence-similarity,"sentence-transformers, pytorch, rust, onnx, safetensors, openvino, bert, feature-extraction, sentence-similarity, transformers, en, dataset:s2orc, dataset:flax-sentence-embeddings/stackexchange_xml, dataset:ms_marco, dataset:gooaq, dataset:yahoo_answers_topics, dataset:code_search_net, dataset:search_qa, dataset:eli5, dataset:snli, dataset:multi_nli, dataset:wikihow, dataset:natural_questions, dataset:trivia_qa, dataset:embedding-data/sentence-compression, dataset:embedding-data/flickr30k-captions, dataset:embedding-data/altlex, dataset:embedding-data/simple-wiki, dataset:embedding-data/QQP, dataset:embedding-data/SPECTER, dataset:embedding-data/PAQ_pairs, dataset:embedding-data/WikiAnswers, arxiv:1904.06472, arxiv:2102.07033, arxiv:2104.08727, arxiv:1704.05179, arxiv:1810.09305, license:apache-2.0, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",3061125,259,unknown
facebook/nllb-200-3.3B,translation,"transformers, pytorch, m2m_100, text2text-generation, nllb, translation, ace, acm, acq, aeb, af, ajp, ak, als, am, apc, ar, ars, ary, arz, as, ast, awa, ayr, azb, azj, ba, bm, ban, be, bem, bn, bho, bjn, bo, bs, bug, bg, ca, ceb, cs, cjk, ckb, crh, cy, da, de, dik, dyu, dz, el, en, eo, et, eu, ee, fo, fj, fi, fon, fr, fur, fuv, gaz, gd, ga, gl, gn, gu, ht, ha, he, hi, hne, hr, hu, hy, ig, ilo, id, is, it, jv, ja, kab, kac, kam, kn, ks, ka, kk, kbp, kea, khk, km, ki, rw, ky, kmb, kmr, knc, kg, ko, lo, lij, li, ln, lt, lmo, ltg, lb, lua, lg, luo, lus, lvs, mag, mai, ml, mar, min, mk, mt, mni, mos, mi, my, nl, nn, nb, npi, nso, nus, ny, oc, ory, pag, pa, pap, pbt, pes, plt, pl, pt, prs, quy, ro, rn, ru, sg, sa, sat, scn, shn, si, sk, sl, sm, sn, sd, so, st, es, sc, sr, ss, su, sv, swh, szl, ta, taq, tt, te, tg, tl, th, ti, tpi, tn, ts, tk, tum, tr, tw, tzm, ug, uk, umb, ur, uzn, vec, vi, war, wo, xh, ydd, yo, yue, zh, zsm, zu, dataset:flores-200, license:cc-by-nc-4.0, autotrain_compatible, region:us",400143,318,unknown
openai/whisper-large,automatic-speech-recognition,"transformers, pytorch, tf, jax, safetensors, whisper, automatic-speech-recognition, audio, hf-asr-leaderboard, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, license:apache-2.0, model-index, endpoints_compatible, region:us",156455,515,unknown
google/flan-t5-xl,text2text-generation,"transformers, pytorch, tf, jax, safetensors, t5, text2text-generation, en, fr, ro, de, multilingual, dataset:svakulenk0/qrecc, dataset:taskmaster2, dataset:djaym7/wiki_dialog, dataset:deepmind/code_contests, dataset:lambada, dataset:gsm8k, dataset:aqua_rat, dataset:esnli, dataset:quasc, dataset:qed, arxiv:2210.11416, arxiv:1910.09700, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",248635,496,unknown
mattmdjaga/segformer_b2_clothes,image-segmentation,"transformers, pytorch, onnx, safetensors, segformer, vision, image-segmentation, dataset:mattmdjaga/human_parsing_dataset, arxiv:2105.15203, license:mit, endpoints_compatible, region:us",523481,413,unknown
stabilityai/stable-diffusion-2-1-base,text-to-image,"diffusers, safetensors, stable-diffusion, text-to-image, arxiv:2112.10752, arxiv:2202.00512, arxiv:1910.09700, license:openrail++, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",215320,669,unknown
timm/mobilenetv3_small_100.lamb_in1k,image-classification,"timm, pytorch, safetensors, image-classification, transformers, dataset:imagenet-1k, arxiv:2110.00476, arxiv:1905.02244, license:apache-2.0, region:us",172080366,15,unknown
tiiuae/falcon-7b-instruct,text-generation,"transformers, pytorch, coreml, safetensors, falcon, text-generation, conversational, custom_code, en, dataset:tiiuae/falcon-refinedweb, arxiv:2205.14135, arxiv:1911.02150, arxiv:2005.14165, arxiv:2104.09864, arxiv:2306.01116, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",185778,965,unknown
intfloat/e5-base-v2,sentence-similarity,"sentence-transformers, pytorch, onnx, safetensors, openvino, bert, mteb, Sentence Transformers, sentence-similarity, en, arxiv:2212.03533, arxiv:2104.08663, arxiv:2210.07316, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",480846,122,unknown
rhasspy/piper-voices,,"onnx, ar, ca, cs, cy, da, de, el, en, es, fa, fi, fr, hu, is, it, ka, kk, lb, lv, ne, nl, no, pl, pt, ro, ru, sk, sl, sr, sv, sw, tr, uk, vi, zh, license:mit, region:us",0,224,unknown
meta-llama/Llama-2-7b,text-generation,"facebook, meta, pytorch, llama, llama-2, text-generation, en, arxiv:2307.09288, license:llama2, region:us",0,4318,unknown
madebyollin/sdxl-vae-fp16-fix,,"diffusers, safetensors, stable-diffusion, stable-diffusion-diffusers, license:mit, region:us",366610,557,unknown
TheBloke/MythoMax-L2-13B-GGUF,,"transformers, gguf, llama, en, base_model:Gryphe/MythoMax-L2-13b, base_model:quantized:Gryphe/MythoMax-L2-13b, license:other, region:us",45832,112,unknown
BAAI/bge-large-zh-v1.5,feature-extraction,"sentence-transformers, pytorch, bert, feature-extraction, sentence-similarity, transformers, zh, arxiv:2401.03462, arxiv:2312.15503, arxiv:2311.13534, arxiv:2310.07554, arxiv:2309.07597, license:mit, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",233404,523,unknown
replit/replit-code-v1_5-3b,text-generation,"transformers, pytorch, mpt, text-generation, code, Composer, MosaicML, llm-foundry, StreamingDatasets, custom_code, dataset:bigcode/the-stack-dedup, dataset:togethercomputer/RedPajama-Data-1T, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",1882,297,unknown
clouditera/secgpt,text-generation,"transformers, safetensors, qwen2, text-generation, cybersecurity, security, network-security, conversational, zh, en, arxiv:2411.16239, arxiv:2305.08322, arxiv:2206.04615, base_model:Qwen/Qwen2.5-14B-Instruct, base_model:finetune:Qwen/Qwen2.5-14B-Instruct, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",415,91,unknown
omar07ibrahim/NLLB_az,feature-extraction,"transformers, safetensors, m2m_100, feature-extraction, license:mit, endpoints_compatible, region:us",31,9,unknown
Lykon/dreamshaper-xl-v2-turbo,text-to-image,"diffusers, safetensors, stable-diffusion, stable-diffusion-diffusers, stable-diffusion-xl, stable-diffusion-xl-turbo, text-to-image, art, artistic, anime, dreamshaper, turbo, lcm, en, license:openrail++, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionXLPipeline, region:us",16848,62,unknown
google/gemma-7b,text-generation,"transformers, safetensors, gguf, gemma, text-generation, arxiv:2305.14314, arxiv:2312.11805, arxiv:2009.03300, arxiv:1905.07830, arxiv:1911.11641, arxiv:1904.09728, arxiv:1905.10044, arxiv:1907.10641, arxiv:1811.00937, arxiv:1809.02789, arxiv:1911.01547, arxiv:1705.03551, arxiv:2107.03374, arxiv:2108.07732, arxiv:2110.14168, arxiv:2304.06364, arxiv:2206.04615, arxiv:1804.06876, arxiv:2110.08193, arxiv:2009.11462, arxiv:2101.11718, arxiv:1804.09301, arxiv:2109.07958, arxiv:2203.09509, license:gemma, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",54106,3162,unknown
RunDiffusion/Juggernaut-XL-v9,text-to-image,"diffusers, art, people, diffusion, Cinematic, Photography, Landscape, Interior, Food, Car, Wildlife, Architecture, text-to-image, en, base_model:stabilityai/stable-diffusion-xl-base-1.0, base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionXLPipeline, region:us",141465,199,unknown
amazon/chronos-t5-small,time-series-forecasting,"transformers, safetensors, t5, text2text-generation, time series, forecasting, pretrained models, foundation models, time series foundation models, time-series, time-series-forecasting, arxiv:2403.07815, arxiv:1910.10683, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",20824884,69,unknown
MahmoodLab/UNI,image-feature-extraction,"timm, pytorch, histology, pathology, vision, self-supervised, vit, image-feature-extraction, en, license:cc-by-nc-nd-4.0, region:us",19403,229,unknown
ByteDance/Hyper-SD,text-to-image,"diffusers, lora, text-to-image, stable-diffusion, flux, arxiv:2404.13686, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, region:us",117211,1187,unknown
microsoft/Phi-3-mini-4k-instruct,text-generation,"transformers, safetensors, phi3, text-generation, nlp, code, conversational, custom_code, en, fr, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",601243,1179,unknown
microsoft/Phi-3-mini-128k-instruct,text-generation,"transformers, safetensors, phi3, text-generation, nlp, code, conversational, custom_code, en, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",381823,1641,unknown
prov-gigapath/prov-gigapath,image-feature-extraction,"timm, pytorch, vision, medical, image-feature-extraction, license:apache-2.0, region:us",190589,131,unknown
Linq-AI-Research/Linq-Embed-Mistral,feature-extraction,"sentence-transformers, safetensors, mistral, feature-extraction, mteb, transformers, en, arxiv:2210.07316, arxiv:2310.06825, arxiv:2401.00368, arxiv:2104.08663, license:cc-by-nc-4.0, model-index, autotrain_compatible, text-generation-inference, text-embeddings-inference, endpoints_compatible, region:us",22260,97,unknown
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,text-generation,"transformers, safetensors, deepseek_v2, text-generation, conversational, custom_code, arxiv:2401.06066, license:other, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",139893,430,unknown
Alibaba-NLP/gte-Qwen2-7B-instruct,sentence-similarity,"sentence-transformers, safetensors, qwen2, text-generation, mteb, transformers, Qwen2, sentence-similarity, custom_code, arxiv:2308.03281, license:apache-2.0, model-index, autotrain_compatible, text-generation-inference, text-embeddings-inference, endpoints_compatible, region:us",132688,402,unknown
FunAudioLLM/SenseVoiceSmall,,"en, zh, ja, ko, license:other, region:us",1025,254,unknown
ZhengPeng7/BiRefNet,image-segmentation,"birefnet, safetensors, image-segmentation, background-removal, mask-generation, Dichotomous Image Segmentation, Camouflaged Object Detection, Salient Object Detection, pytorch_model_hub_mixin, model_hub_mixin, transformers, transformers.js, custom_code, arxiv:2401.03407, license:mit, endpoints_compatible, region:us",608789,366,unknown
NovaSearch/stella_en_400M_v5,sentence-similarity,"sentence-transformers, pytorch, safetensors, new, feature-extraction, mteb, transformers, sentence-similarity, custom_code, arxiv:2412.19048, arxiv:2205.13147, license:mit, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",805066,202,unknown
Qwen/Qwen2-Audio-7B,audio-text-to-text,"transformers, safetensors, qwen2_audio, text2text-generation, chat, audio, audio-text-to-text, en, arxiv:2407.10759, arxiv:2311.07919, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",31904,118,unknown
Alibaba-NLP/gte-multilingual-base,sentence-similarity,"sentence-transformers, safetensors, new, feature-extraction, mteb, transformers, multilingual, sentence-similarity, custom_code, af, ar, az, be, bg, bn, ca, ceb, cs, cy, da, de, el, en, es, et, eu, fa, fi, fr, gl, gu, he, hi, hr, ht, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ky, lo, lt, lv, mk, ml, mn, mr, ms, my, ne, nl, no, pa, pl, pt, qu, ro, ru, si, sk, sl, so, sq, sr, sv, sw, ta, te, th, tl, tr, uk, ur, vi, yo, zh, arxiv:2407.19669, arxiv:2210.09984, arxiv:2402.03216, arxiv:2007.15207, arxiv:2104.08663, arxiv:2402.07440, license:apache-2.0, model-index, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",1341518,248,unknown
Kijai/flux-fp8,,"en, license:other, region:us",0,826,unknown
Comfy-Org/flux1-dev,,"license:other, region:us",0,510,unknown
XLabs-AI/flux-lora-collection,text-to-image,"LoRA, Stable Diffusion, image-generation, Flux, text-to-image, en, license:other, region:us",0,548,unknown
Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2-GGUF,,"gguf, license:llama3.1, model-index, endpoints_compatible, region:us, conversational",12943,190,unknown
lllyasviel/flux1-dev-bnb-nf4,,"license:other, region:us",0,684,unknown
